Date,AAPL,AMZN,BMY,CELG,EXC,GM,GOOG,INTC,KO,MMM,MS,MSFT,^GSPC
2018-01-02,168.98731994628906,1189.010009765625,59.2379035949707,106.16000366210938,38.00032424926758,39.76261520385742,1065.0,45.41214370727539,43.63664627075195,227.97445678710938,50.69869613647461,84.12812805175781,2695.81005859375
2018-01-03,168.9578857421875,1204.199951171875,59.286216735839844,109.13999938964844,37.491607666015625,40.7328987121582,1082.47998046875,43.870941162109375,43.54082107543945,227.9647979736328,50.83470153808594,84.51964569091797,2713.06005859375
2018-01-04,169.74270629882812,1209.5899658203125,60.05452346801758,106.68000030517578,36.96368408203125,41.988563537597656,1086.4000244140625,43.06641387939453,44.154075622558594,230.94461059570312,51.611839294433594,85.26354217529297,2723.989990234375
2018-01-05,171.67527770996094,1229.1400146484375,60.19068145751953,104.98999786376953,36.65653610229492,41.86490249633789,1102.22998046875,43.36690139770508,44.14448928833008,232.74411010742188,51.5924072265625,86.32064819335938,2743.14990234375
2018-01-08,171.03762817382812,1246.8699951171875,60.21012878417969,104.18000030517578,37.050071716308594,42.064666748046875,1106.93994140625,43.36690139770508,44.077423095703125,231.98947143554688,51.378692626953125,86.40873718261719,2747.7099609375
2018-01-09,171.01800537109375,1252.699951171875,60.15177536010742,105.48999786376953,36.627742767333984,41.90294647216797,1106.260009765625,42.28126907348633,44.29780197143555,233.4309844970703,51.776981353759766,86.35001373291016,2751.2900390625
2018-01-10,170.978759765625,1254.3299560546875,60.30738067626953,105.45999908447266,36.426170349121094,40.90413284301758,1102.6099853515625,41.19565200805664,44.14448928833008,233.29554748535156,52.38897705078125,85.95848846435547,2748.22998046875
2018-01-11,171.949951171875,1276.6800537109375,60.754756927490234,104.58000183105469,36.86770248413086,42.0361328125,1105.52001953125,42.077720642089844,44.11574935913086,234.42750549316406,52.65126037597656,86.21297454833984,2767.56005859375
2018-01-12,173.72557067871094,1305.199951171875,61.08542251586914,106.0,36.848506927490234,41.921974182128906,1122.260009765625,41.912933349609375,44.22114562988281,236.51722717285156,53.54497528076172,87.70076751708984,2786.239990234375
2018-01-16,172.84268188476562,1304.8599853515625,58.27477264404297,104.81999969482422,36.92530059814453,42.0361328125,1121.760009765625,41.81600570678711,44.58526611328125,236.7784423828125,53.039833068847656,86.47725677490234,2776.419921875
2018-01-17,175.6973876953125,1295.0,60.15177536010742,102.0199966430664,37.5203971862793,41.88392639160156,1131.97998046875,43.02764129638672,44.86314392089844,240.03883361816406,53.76839828491211,88.22931671142578,2802.56005859375
2018-01-18,175.85433959960938,1293.3199462890625,60.13233184814453,101.72000122070312,37.04047775268555,41.72220993041992,1129.7900390625,43.11488342285156,44.92063903808594,237.910400390625,54.2443962097168,88.1901626586914,2798.030029296875
2018-01-19,175.06954956054688,1294.5799560546875,60.56997299194336,102.6500015258789,36.44537353515625,41.046817779541016,1137.510009765625,43.44444274902344,45.188934326171875,240.1065216064453,55.818111419677734,88.09227752685547,2810.300048828125
2018-01-22,173.6372833251953,1327.31005859375,61.542518615722656,102.91000366210938,36.52216339111328,41.179996490478516,1155.81005859375,44.34589767456055,45.39973831176758,239.25515747070312,55.72096633911133,89.66815185546875,2832.969970703125
2018-01-23,173.676513671875,1362.5400390625,61.68839645385742,104.55000305175781,36.98288345336914,41.26560592651367,1169.969970703125,44.64638900756836,45.466819763183594,238.29734802246094,55.28382873535156,89.95199584960938,2839.1298828125
2018-01-24,170.9100799560547,1357.510009765625,62.009334564208984,103.11000061035156,36.67573165893555,42.007591247558594,1164.239990234375,44.1132698059082,45.8309326171875,239.63247680664062,55.60439682006836,89.87370300292969,2837.5400390625
2018-01-25,167.85916137695312,1377.949951171875,61.77592849731445,104.38999938964844,37.12685775756836,41.056331634521484,1170.3699951171875,43.90971374511719,45.84051513671875,244.1505584716797,55.186683654785156,90.37289428710938,2839.25
